price,title,location,links,description
$80000,"1965 Corvette ""Resto-Mod"" Tripple FI Black Roadster (Partial Trade)???"," (Albuquerque, NM )",/wvl/cto/4638200164.html,"
        A Reasonably Priced Resto-Mod!,
 1965 Corvette Roadster,
 Factory Original Triple Black Car!!!,
 Rare -- Rare -- Rare!!!,
 Built the Last Full Day of Production for 1965!,
 This Beauty was Built to be Driven!!! ,
 Equipped with a Built Small-Block, Out-Runs Factory Solid Lifter Big-Blocks, Does it Runs on Pump Gas!,
 Original& Correct Factory Corvette Fuel Injection Installed! Very Unique & a Real Head Turner! (Pictures just don't quite do it justice),
 NO RUST!!! Dry SW Car!!!,
 This Car has been in New Mexico it's whole life! Sold new at Galles/Groesbeeck Chevrolet right here in Albuquerque,
 There is a lot of good information here so please read the ad and I'm sure most of your questions will be answered. ,
If you have further questions please email and include your contact information...  I've gotten too many flakes and used car salesmen so if you wish to speak with me about this car you'll have to give your name and phone number or I WILL NOT respond.,
 (I may consider a partial trade with a C5 Convertible Corvette), ,
 I prefer a 2003 50th Anniversary Corvette Convertible in like new condition.,
 A little history on the car: The car left the factory on Friday, July 30, 1965 this was the last full day of production for 1965 Corvettes; though Corvettes 23562 and 563 were built on Monday August 2nd to empty the assembly line (one was rumored to be a 396 car). The line had to be cleared so it could be refitted to build the 1966 Corvettes. This car was built 80 cars from the end of 1965 production so you don't find much later in production then this every day. A GM rep from Albuquerque bought the car for his wife new and the car has remained in Albuquerque its whole life. This is a factory original Black Exterior - Black Interior -- Black Convertible Top car. . . You read that correctly. . . It's a Rare-Rare-Rare triple black car!!! The original motor was rebuilt but had been decked so all of the numbers on the engine stamping pad were lost. That engine was rebuilt by a questionable person so 327/365hp engine that was installed in the car was removed by the last owner. The original 3.55:1 Posi rear end and transmission are still in the car and were rebuilt when the engine was replaced 3 or 4 years ago. Power steering was added by the GM rep for his wife when the car was new. The true miles are unknown because the odometer was not working when the last owner got the car. The odometer shows about 79000 miles and I would say the car had less than 100K miles on it just based on the condition all the original stuff is still in. . . ,
 When the car was purchased by its last owner, about 8 years ago, the car had been setting for many years unused and this took a toll on the mechanicals on the car. It is unclear if the engine that was in the car was the original engine but the dates were consistent with an end of production vehicle. The car was originally equipped with a 365hp engine based on the fuel line that runs between the body and frame and the gauge package, still having all the original gauges. That engine was removed and placed on a stand. In the 327's place was put a very strongly built small block 400 CID with a 4-bolt main, cast crankshaft, shot-peened 350 rods, custom forged pistons and Air Flow Research aluminum heads with screw-in studs and guide plates, stainless steel valves, roller tipped rockers and a hydraulic roller camshaft. The engine was balanced and fit with a light-weight flywheel. The valve train is capped with small block LT-1 Valve covers to accommodate breathers as the FI unit was designed to run with a block breather that is found on the 327 engine. The compression was calculated to be just a little over 10.25:1. There is a modified 6qt. trap-door oil pan with windage tray on the engine so power steering could still be used on the car. The true icing on the top of this cake is the Factory Corvette Rochester Fuel Injection System (The serial number places it about mid-late 1964 production). The fuel injection system was rebuilt with a new spider tube assembly, axle and fly-weights with new seals, gaskets being installed throughout including the high pressure pump and all the expensive jewelry in fuel meter. This system is installed in a way to give as close to an original look as possible with an original (and very expensive) FI radiator core support, and ""S"" tube, the air filter housing and elbow are made of fiberglass and painted to look as the originals did down to the printed instruction for servicing the air filter element. The FI Distributor was rebuilt and converted to a modern single wire Transistor Ignition unit so it does appear to have a single point wire coming out of the distributor. To the untrained eye this looks like an original Fuel injected Corvette. On the way up plus side to the build this engine will never need a valve adjustment or points replaced and it still has the sound of a mechanical lifter engine with the full-roller cam and rockers! There are factory Ram's Horn 2.5"" exhaust manifolds on the car with an off-road exhaust system with a very nice rumble to it with much larger exhaust tips than original. This engine was dyno tested at near 470hp!!! Oh, did I mention this thing is freaking FAST!!!,
 The chassis found its way to some work as well. The brake system was completely overhauled and functions perfectly with no leaks. The rear trailing arms rebuilt receiving new bearings and seals. The front control arms bushings are not brand new but they are not original either. The ball joints and bushings have been replaced and have not seen a lot of use and are still as tight as new. The power steering control valve and hoses were replaced and the car has had a fresh 4-wheel alignment. The Wide Ratio M-20 transmission was rebuilt and shifter perfectly through all gears either shifting up or shifting down! The factory shifter got some custom touches as well. Original corvette transmission shift arms have a long and a short throw setting. The long throw is way too mushy and the short throw is a bit short and stiff. . . The original transmission shift arms were milled with new holes (done at the same time the transmission was being rebuilt) and the new position give a very respectable shorter throw with little to no added effort! It is truly the best of both worlds. The rear differential had a fluid change with new posi-traction additive installed when the drive train was rebuilt. There is a complete new under-car exhaust system using all GM exhaust pipes to they fit the car well and the mufflers are reproductions of the 3-baffle GM off-road exhaust system. The tone of the exhaust is perfect, not too quiet (for him) and not too loud (for her). . . It sounds just like a high HP Corvette should. One of the Good things about the chassis, and most of this car, is there are no weird parts on it... For the most part if you buy parts for a 1965 Corvette and they will work. The only real exception to this is the engine as it has need modified and it is not out of a 1965 Corvette. ,
 The interior: The carpets are new. The door panels are new: The door latching mechanisms and window regulators were cleaned and repaired as needed. The vent window regulators were replaced with far better units than ever came on a corvette and will last for a long-long time. The glove box door was refinished and the interior of the glove box interior replaced. The radio was removed and serviced by a radio repair shop and functions perfectly. The clock still has the original mechanical movement that was rebuilt and functions perfectly. The dash pads are in very good condition and are free of cracks. All of the glass in the doors is in wonderful condition. The original vinyl convertible top was removed and replaced this year with a ""Hartz"" Cloth Top cut to the exact same specifications as the factory original tops were and it fit without any wrinkles and the back window and looks GREAT!!! The seats are in very good condition and the tracks have been cleaned and lubed and the vinyl shines nicely and presents like new. . . The gauge cluster was completely restored with all the gauges being tested, rebuilt and restored as needed. The Mechanical Tachometer and Speedometer were rebuilt and calibrated and are completely accurate. An accurate tachometer is important because this engine with all that horse-power and light flywheel will snap-throttle to 6-grand in the blink of an eye. . . ,
 The body/exterior: The car had been fitted with fender flare, ugly fat wheels and a poor quality aftermarket 1967 Big Block Hood that had been put on the car years ago to clear a very high intake manifold and carburetor. . . The flares were removed and the car repainted about 4 or 5 years ago. The hood was replaced with an original small block hood as the same time the flare and paint work was done. The big block reproduction POS hood was removed and a correct original Corvette small block hood was installed on the car prior to it being repainted with a base/clear coat. The headlight motors were rebuilt so they operate very nicely as well. The car has the CO1 Option so back-up lights and day/night mirror are on the car as well. The bumpers were re-plated and are in new condition. The windshield trim was removed from the interior and exterior and then professionally polished. The windshield is very nice and has a new rubber seal around it. The rest of the bright-work on the exterior of this car is just like new. The side rocker panels were polished to an ultra-bright finish and the black accent was painted with the same paint at the car. The wheels on the car are brand new American Torque Thrust ""M""'s 17 X 7's with gloss black centers. The new P235/55/17 Yokahama tires are directional and rated for 150mph. The power antenna also works very nicely and goes up and down quietly. Much time was spent making sure that everything works correctly on the car and that it looks good too. This car is very correct and complete and very easy to drive. The alignment is perfect and everything works You can drive this car to any show and be proud of it, as it is!,
 Pictures really do not do this car justice... When you see this car in person you'll be deeply impressed with how it really looks... If you have question and would like to talk more about the car please send me your contact information and I will get back in touch with you. The reserve on the car is fair and quite a bit less than you could buy and build a car like this car. There will be a Buy-it-Now price for the car and if this price option is used the purchase the vehicle that price WILL include the date correct 1965 327/365hp complete engine assembly with a correct carburetor and intake manifold and a 1966/67 Black Hardtop in good condition. If the Buy-it-Now option is not used I WILL NOT and repeat WILL NOT be including the engine assembly or the hardtop and they will be sold separately. ,
 Overall the car really needs nothing and it's ready to drive and show right now!!! -- As It Is. 
    "
$82000,2013 Tesla Model S 85Kwh Battery, (Phoenix),/cph/cto/4647426711.html,"
        2013 Tesla Model S for sale. 85Kwh Battery. 9500 miles. Great condition. Grey exterior with grey leather interior. Loaded. Glass panoramic roof, parking sensors, Lacewood decor, Tech package, Ultra High fidelity sound package, smart air suspension, Supercharger enabled. Car delivered October, 2013.,
Serious offers only.
    "
$1,B20B 95 integra.... 90 CRX SI , (Glendale),/wvl/cto/4704497571.html,"
        FIRST OFF I HAVE 2 RUNNING CARS A INTEGRA AND CRX FOR SALE.,
INTEGRA ,
HAS LOWING SPRINGS,
B20 FROM A 2000 HONDA CRV,
75K MILES ON MOTOR,
ITS MY DD,
RUNS AND DRIVES GREAT!!!,
INTERIOR IS 8/10,
EXTERIOR IS 6/10,
NICE RIMS,
PUSH START (GHETTO),
NO P/S,
HAS A/C BUT NO BELT,
TAGS GOOD FOR 2 YEARS,
REST/SAVG TITLE (REPO I THINK, NOT SURE),
$4000 obo,
CRX SI,
D15 W/ Y8 HEAD,
CHIPPED AND TUNED ECU,
CAMBER KIT,
COILOVERS ,
LOWER CONTROL ARMS,
FULL INTERIOR (NO RADIO OR A/C),
MOON ROOF WORKS PERFECTLY,
NO P/S,
NO A/C,
CLEAN OPEN TITTLE,
THE ONLY PROBLEM IT HAS IS WHEN YOU DRIVE IN FIRST AND SECOND IT GETS HOT, BUT WHEN YOU POP THE HOOD TO CHECK IF THE WATER IS THAT HOT IT ISNT, I THINK THE GAUGE IS BROKEN OR SOMETHING, GAS GAUGE DOESNT WORK, MISSING HEAD REST, MIXED MATCHED SEATS.,
ALSO PUSH START (GHETTO),
$2500 OBO,
IF YOUR INTERESTED PLEASE CALL OR TEXT ANYTIME 
 ,
.,
IF YOU ARE INTERESTED IN BUYING BOTH I WILL DROP THE PRICES $5500 OBO"
$1900,01 chrysler 300m fully loaded , (Buckeye),/wvl/cto/4693675555.html,"
        150k miles mechanic owned has current tags no issues Ivw cold AC asking 1900 dollors call or txt for any questions thanks 
 ,
only issue it has is top half has paint fading.. ,
Car dodge ford chrysler mopar mechanic owned reliable 4 door commute car cheap 
    "
$9995,2005 Toyota Sienna LE** Amazing Miles, (Greenfield/Pecos),/evl/cto/4699081911.html,"
          Absolutely No low ballers and No car dealers.,
 2005 White Toyota Sienna LE,
Odometer: 79K,
VERY CLEAN!!! smoke-free,
BRAND NEW Goodyear TIRES this week.             **CLEAN Title! ,
Great Van!  Seats 7. ,
Asking $9,995 ***FIRM !!! ,
Mike 4eight0 2four2 nine909,
                                Absolutely No low ballers and No car dealers.,
van, honda, toyota, odyssey, sienna, caravan
    "
$3000,ford bronco, (East Mesa),/evl/cto/4690339440.html,"
        Selling my 1983 Ford Bronco 4x4. It has an 89 front clip. The engine is a clean 351W that runs very strong with tons of power. It has dual exhaust and sounds mean. It has a brand new battery with new terminals. New 1406 Edelbrock carb. Also just got a new windshield. The tires are 35"" all-terrains with a good amount of tread on them. Also has a new pioneer deck and new speakers in the back. All windows go up and down just fine. The electric rear window also does work. The paint itself isn't perfect, and the engine could use a tune up. The center console is missing as well. It does have the spare tire rack for the back, however I do have it off. It is a 3 speed automatic transmission and has posi rear end. No trades. $3000 obo
    "
$58500,SUPER NICE!! 1967 CORVETTE  L-79 ORIGINAL MATCHING NUMBERS! AWESOME CA, (Gold Canyon),/nph/cto/4698395995.html,"
        ICONIC, COLLECTABLE CAR!!! ...Im selling my . 1967 ORIGINAL L-79 Corvette VERY REASONABLY PRICED... . Runs perfect... No issues. I am the 3rd Owner.Red, with Black Interior. The car has the ORIGINAL MOTOR IT WAS BORN WITH..... 327-350 Horsepower car. THIS CAR IS 100% NUMBERS MATCHING...WITH THE ORIGINAL ..ENGINE, REAR DIFFERENTIAL #=3871375-AM4667=AM3.36,4 month,6,67 YEAR........TRANSMISSION #=7S117551-P7D19=P MUNCIE 4 SPEED ,7 YEAR=67, D April,19 day........ CARBURETOR -R3810 A-327ci 350 hp.....BLOCK # =3892657=327ci....... HEADS -3890462-327ci 350hp D197=Dapril,19 day,7 1967......... LOOKS AND RUNS EXCELLENT !!! You can drive this car anywhere. Interior is in PERFECT, EXCELLENT CONDITION... 72000 Original Miles.. . The Frame and Undercarriage is in EXCELLENT CONDITION... EVERYTHING WORKS!!! INCLUDING THE CLOCK... Muncie 4- Speed transmission... The car shifts perfectly. As It Should.. NEW Tires. ORIGINAL FACTORY SIDE PIPES. ORIGINAL RALLY Wheels, FACTORY INSTALLED 427 COWL HOOD... ORIGINAL SUSPENSION, New Aluminum Radiator, New stainless Steel Brake Lines, The gap around the perimeter of the DOORS and HOOD are near perfect !!! Some small chips in paint.. One Repaint 20 years ago. The car maintains a BRILLIANT SHINE. Well Taken care of and preserved. Very Dependable. You can drive this car ANYWHERE!!! Clear Arizona Title in hand. only $58,500... Please call Thanks
    "
$12500,Dodge grand caravan sxt 2008.leather. gps, (I17 & dunlap),/nph/cto/4704545233.html,"
        For sale grand caravan sxt 2008,
Fully loaded.,
Leather seats.Asientos de piel,
Heat seats. Calentones en los Asientos,
Navegacion.GPS,
Backup camera. Camara de reversa,
Parking sensors. Sensores de estacionamientos,
Power sliding doors. Puertas laterales electricas,
Power lift gate. Cajuela electrica,
Remote start engine. Encendido remoto con el control,
Good tires.Buenas llantas,
Tv's,
DVD,
3 row electric. Tercera fila electrica,
3row recliner. 3a fila reclinable,
Hard drive cans save music. Pictures.,
Second owner clean car fax.,
4.0 l engine,
Automatic transmission,
led Turn signals. Sensors de espejos con luces,
Acepto oferta seria. No import a Cual sea solo manda texto. Lo q puedo decir es no.,
Please send me offers."
$3250,2003 impala in great condition cold a/c clean titles, ( /83 av peoria),/wvl/cto/4704550577.html,"
         this is a 2003 impala   that will go a million miles motor just change the oil every 3000 miles new tires air compressor,and a lot more no overeating problems or missing is just a great buitiful car ,
also new tires ,
602-228onetreefourtree,
please call if you really interested don't lose your time or mine all information on the car is here,
 alex"
$2100,98 honda accord super deal, (mesa),/evl/cto/4683641544.html,"
        98 honda accord 4 cylinder Vtec runs like a champ never had an issue.,
173,462 miles never raced it just used it for work there and back great car never let me down in those traffic jams. Great on gas. Body is banged up the front bumper is the worst needs a new bumper little dents along the side of the car needs a paint job for sure. not in a rush to sell. Brand NEW transmission not rebuilt. title is ready to hand over no waiting it is a salvaged title it was never in a wreck it got backed into. ,
i need it gone have to move,
the good,
level III inspection ,
brand new transmission 3,500 miles on it,
powered windows, lock ,
low profile continental tires ,
17"" konig rims ,
heat treated cat back exhaust ,
cold air intake ,
new battery ,
new power steering pump ,
new belts,
new upper and lower ball joints on passenger side,
new o2 sensor,
coolant changed ,
new passenger headlight ,
spare tire,jack, tire iron, ,
also throw in jumper cables,
a/c doesn't work right now needs to be charged ,
willing to do it for right price,
the bad,
no radio,
cruise control doesn't work,
needs wipers,
seats have cigarette burn marks and on the door,
power mirror adjuster doesn't work ,
steering wheel is old and worn horn works ,
needs gas if wanting to test drive.,
$2,100 firm,
"
$1,RACE CAR/DIRT, (PHX),/evl/cto/4632193107.html,"
        NOVA FACYORY STOCK  2014 RATCHET CHASSIS. HAS BEST OF EVERYTHING WILL SELL TURN KEY OR AS ROLLER . CALL LARRY AT ,
FOR MORE INFO. 5500.00
    "
$1,2001 Chevy Metro, (Mesa),/evl/cto/4632239381.html,"
        For sale 2001 Chevy Metro GREAT MPG!!!! Good, reliable, inexpensive economy vehicle. No frills, solid point a to point b transportation. No A/C but good running car, good motor, mechanic owned, nice aftermarket CD player with AUX port. A/C compressor needed for ac to work (already reflected in price, lookup comparable metro pricing for verification plz) 40 MPG!!! $1200
    "
$1,Nissan Altima 2002 $5000 OBO, (Mesa),/evl/cto/4631638211.html,"
        Clean Title,
Automatic 2.5 ,
V4 Gas Saver,
Low miles 134xxx,
CD stereo,
A/C ,
Black interior,
New Tires  ,
Window Tint,
Power Windows/Locks,
For More Information,
Contact at 60271O5629,
Se Habla Español"
$1,Audi  parts, (Florence),/cph/cto/4631617513.html,"
        2004 audi a4 driver rear door no dents or scratches fresh blue paint $300. Door panel in like new condition $100. 2006 audi a4 rear driver window and window motor. 2006 2.0t a4 high pressure and low pressure fuel pumps $200 for both. 2006 2.0t short block 102000 mile on it$300 . Intake coils paks injector lots of sensors .make offer.
    "
$1,2005 Ford Mustang GT-Very Low Miles & Lots of Add on's MUST SEE, (67th & Happy Valley),/nph/cto/4630220311.html,"
        2005 Ford Mustang GT,
Legend Limewash color, stands out!!!,
ONLY 56k miles, thats right 56k miles, this car has been babied,
Automatic, Ice Cold AC, Heat, Power Windows, Locks, Seat,
Black Cloth interior, Smoked Lenses, Sequential Tail Lights,
Alarm w/Automatic Car Start (great for summer),
Borla Catback exhaust system & Airraid Cold air intake,
1 inch performance lower on Toyo Proxy tires with 20 inch Armano Rims,
Tinted windows w/rear Louvers color matched, Ducktail spoiler,
This car has always been garaged and as you can see with the miles not driven a lot!!!,
Asking $15,500,
Reply to posting or text/call 
 ,

    "
$82900,1988 Porsche 911 Turbo, (Kierland),/nph/cto/4636777702.html,"
        Fully Documented with encyclopedia of records.,
Near Concours Quality,
66,851 miles,
Complete motor rebuild at 66,000,
Motor is a 10,
Interior is a 10,
Exterior is a 9"
$1,1998 Chevy truck needs trans, (13 st broadway),/cph/cto/4631907185.html,"
        1998 Chevy truck has v8 runs great,
has latter plumbers rack  on truck,
needs tranny,
needs windshield,
clean title $1000 Firm  NO TRADES,
No texting just call 4 8 0 six 2 seven 9 6 0 6 "
$82999,2007 BENTLEY GTC CONVERTIBLE LOW MILES NO TAX! SAVE $$,,/nph/cto/4681265455.html,"
        EXCELLENT CONDITION INSIDE AND OUT,
ALL SERVICE RECORDS,
GREAT DEAL ON LOW MILEAGE GTC,
CALL 
 ,
,
CLEAN TITLE, ALL ORIGINAL PAINT, NO ACCIDENTS"
$83000,2010 charger v-6,,/wvl/cto/4654628682.html,"
        2010 dodge charger v-6 3.5 ,
74,000 miles restored salvage titile,
interested call 
 ,

    "
$85000,1968 Charger custom needs to be finished, (denver),/cph/cto/4685349051.html,"
        1968 Custom charger over $90,000 into it about 80% finished ,
must sell call for info and photos, have documented parts list and what was spent,
all paint and body work is done. ,
no games no text i will not respond to text,
please respect ,no 3rd party seller needed what so ever,
thanks,
Ed 303-840-1o70,
cuda,barracuda,challenger,mopar roadrunner, road runner
    "
$84000,01 GMC SIERRA 1500 4wd,,/cph/cto/4665579515.html,"
        2001 GMC Sierra 1500 4wd ""Desert Mirage"" Very clean and well taken care of...Brand new tires, brakes, new Diamond Audio speakers, custom fiberglass dash with 10.2"" LCD, Bvlgari clock and Pioneer DVD player, rear view bed camera, custom console and subwoofer enclosure, alarm with remote start, K&N intake, Optima yellow top battery, 16"" Weld aluminum wheels, etc. etc. 159,000 miles. Original owner..please call or text ,
located in Yuma az $8400 OBO
    "
$85000,2005 FORD MUSTANG GREAT CONDITION, (phoenix az),/wvl/cto/4687732692.html,"
        IM SELLING A 2005 MUSTANG. IN GREAT CONDITION NOTHING WRONG WITH IT. ITS ALL BLUE THE PAINT JOB IS IN GOOD CONDITION. THE INTERIOR IS IN GOOD CONDITION TOO ALL BLACK LEATHER LOOKS EXCELLENT. CUSTUM WHEELS IF YOU ARE INTERRESTED IN THIS CAR PLEASE CONTACT ME MY NAME IS ARLENE 6,ZERO,TWO,4,ONE,THREE, THREE,ONE 2 THREE. THANK YOU
    "
$85020,Honda civic ,,/evl/cto/4693542257.html,"
        New motor ,
New water pump,
Ac work,
New tires ,
Only trade ford f-250 or f-350,
Or anything that can carry 2 to 3 tons
    "
$85950,2003 360 MODENA FERRARI WITH ONLY 14640 MILES, (7TH STREET AND CAMELBACK),/nph/cto/4647394264.html,"
        HELLO AND THANKS FOR LOOKING AT THIS FINE ITALIAN AUTOMOBILE. UNFORTUNATELY DIVORCE FORCES THE SALE OF THIS CAR. IT HAS UNDER 15,000 MILES AND HAS ALWAYS BEEN GARAGED. IT IS FAMOUS FERRARI RED WITH TAN LEATHER INTERIOR. THE PAINT IS VERY NICE WITH A VERY HIGH GLOSS FINISH!!! THIS CAR HAS WHAT I THINK IS UPGRADED FACTORY WHEELS AND TIRES. IT DOES HAVE SOME SORT OF UPGRADE STEREO SYSTEM WITH WHAT I THINK IS AN AMP IN THE FRONT TRUNK. I'M SORRY I'M NOT CLEAR ON THESE POINTS, BUT I DO HAVE KEYS, REMOTES, AND BOOKS. THE CAR DRIVES AND BRAKES IN A STRAIGHT LINE AND EVERYTHING WORKS. SOME MINOR CURB RASH. I WELCOME A THIRD PARTY INSPECTION. HAVE ARIZONA TITLE FREE AND CLEAR IN HAND. THIS IS A PRIVATE SALE.  I WILL TRY TO ANSWER YOUR QUESTIONS. PLEASE CALL PHIL 
 ,
"
$85000,2013 Jeep JK Rubicon Pre-Runner, (Tucson),/cph/cto/4678276641.html,"
        MY LOSS YOUR GAIN. . ...,
One of a kind long travel 2013 Jeep Jk done right. You won't find another one like it. This build is for the serious off-road enthusiast that likes to go fast. All of the best parts and professionally installed. Started with a $40k Rubicon and put in over $60k aftermarket.  First $85K takes it. This jeep took 9 months to build. Low miles on motor, not even 1000 miles on new suspension set up, just broke in gears and tested/tunned shocks. And this jeep works! MUST SEE and DRIVE to fully appreciate.  Add a supercharger or V8 engine swap and you have a real monster on your hands. This thing turns heads everywhere. Vinyl logos and/or wrap can be removed at buyers request. Jeep color is black. $85,000.00 Firm,
Colt Elam 
 ,
 ,
Suspension/Steering,
-ADS shocks Professional proprietary tuned by ADS (Rear- 2.5"" coilovers x 14"" shafts, hydraulic 2.125"" x 2""stroke bump stops/ Front- 2.5"" 3tube bypass x 12"" shafts with 2.125"" coilovers x 12"" shafts),
-Evo front double throw down ,
-Rebel rear 14"" coilover conversion ,
-Currie rear sway bar ,
-Currie RockJock 44 front housing,
-Curries HD steering (drag link/tie rod/ F&R adjustable track bars),
-Currie F&R cast diff covers,
-Motive 5.38 F&R ring/pinion ,
-Reid race knuckles,
-Synergy U&L ball joints,
-PSC hydraulic ram assist w/oil cooler, reservoir, pump, and gear box,
-JKS sector shaft steering support kit,
-Artec rear truss kit & track bar brackets,
-Extended HD non-CV F&R drive shafts,
-Rubicon Express LCA,
-Extended Stainless steal brake lines,
-Aftermarket calipers and rotors,
Engine/Performance,
-Magnaflow race exhaust with exhaust loop,
-Bullydog tuner/display and superchip,
-Throttle body spacer,
-Genesis Dual battery kit with isolator switch,
-2 red top Optima batteries,
-Airaid intake/filter,
Wheels/Tires,
-Walker Evans (5) 17x9 polished simulated BL + pwdr coat,
-Maxxis Trepadors (5) 37x12.50,
or,
-BFG Projects (5) 39x13.50,
-Wheel spacers,
Interior/Exterior ,
-Addictive Desert Designs F&R bumpers/rock sliders,
-Evo Offroad spare tire carrier/fender skins/round LED trucklite tail lights ,
-Poison Spyder steel tube fenders,
-Rigid lights (50""/30""/4 dually pod's),
-Rigid roof bracket,
-10k lb winch w/synthetic rope & billet ProFactor link,
-Truck light LED headlights,
-Vinyl wrap (brushed titanium finish, jeep is gloss black underneath and 100% factory scratch free) ,
-Stereo system (Pioneer NAV/DVD/XM/HDRadio/Bluetooth, JL digital amps 1200W & 600W, JL 15"" subs, JL mids & highs, custom enclosure, antenna and steering wheel controls.),
-Heated black leather seats,
-Electronic front sway bar disconnect,
-F&R electronic differential lockers,
-Electronic hill descent control,
-110v push button power inverter in console and USB hook up,
-Toggle switch panel,
-Weather guard floor kit,
- Window tint"
$85050,1956 chevy car 1956 chevy pickup,,/nph/cto/4677984457.html,"
        Cleaning up the lot these been sitting for while need alot work but great project no motors or trans make reasonable  offer text me both have titles
    "
$86000,2007 Bentley Continental GTC, (n scottsdale),/nph/cto/4691910854.html,"
        I have a great 2007 Bentley Continental GTC 2 Owner car that has been babied all of its life! It has been only serviced at Bentley of Scottsdale and all records are available upon request. This car has NEVER been in any form of an accident at all. This is a hard color combo to come across with White exterior and tan with dark tan leather with very well appointed walnut wood. She is fully loaded with Navigation, Bluetooth, Heated seats, Massage feature on seats, PDC, suspension settings, ability to raise the car, and much more! Please feel free to email or call/text me for more information. All maintenance is up top date and the Pirelli's on the car are in great shape! The car is priced very fairly compared to other GTC's on the market as well so please keep that in mind when making offers. Thank you for your time!,

    "
$86000,2007 Bentley Continental GTC, (n scottsdale),/nph/cto/4635055369.html,"
        I have a great 2007 Bentley Continental GTC 2 Owner car that has been babied all of its life! It has been only serviced at Bentley of Scottsdale and all records are available upon request. This car has NEVER been in any form of an accident at all. This is a hard color combo to come across with White exterior and tan with dark tan leather with very well appointed walnut wood. She is fully loaded with Navigation, Bluetooth, Heated seats, Massage feature on seats, PDC, suspension settings, ability to raise the car, and much more! Please feel free to email or call/text me for more information. All maintenance is up top date and the Pirelli's on the car are in great shape! The car is priced very fairly compared to other GTC's on the market as well so please keep that in mind when making offers. Thank you for your time!,

    "
$2100,98 honda accord sale of the week, (mesa),/cph/cto/4688783596.html,"
        98 honda accord 4 cylinder Vtec runs like a champ never had an issue.,
173,462 miles never raced it just used it for work there and back great car never let me down in those traffic jams. Great on gas. Body is banged up the front bumper is the worst needs a new bumper little dents along the side of the car needs a paint job for sure. not in a rush to sell. Brand NEW transmission not rebuilt. title is ready to hand over no waiting it is a salvaged title it was never in a wreck it got backed into. ,
the good,
level III inspection ,
brand new transmission 3,500 miles on it,
powered windows, lock ,
low profile continental tires ,
17"" konig rims ,
heat treated cat back exhaust ,
cold air intake ,
new battery ,
new power steering pump ,
new belts,
new upper and lower ball joints on passenger side,
new o2 sensor,
coolant changed ,
new passenger headlight ,
spare tire,jack, tire iron, ,
also throw in jumper cables,
a/c doesn't work right now needs to be charged ,
willing to do it for right price,
the bad,
no radio,
cruise control doesn't work,
windshield wipers dont work that good the washer fluid isn't hooked up,
seats have cigarette burn marks and on the door,
power mirror adjuster doesn't work ,
steering wheel is old and worn horn works ,
needs gas if wanting to test drive.,
,
$2100 firm"
$8999,Black Yukon Denali 4X4, (Scottsdale AZ),/evl/cto/4681652930.html,"
        Black Yukon Denali 4X4. Txt if interested.,
Willing to sell or trade
    "
$2200,2004 Hyundai sonata, (Chandler),/wvl/cto/4704550724.html,"
        I'm selling my car  I work at the Chevron gas station   runs great. Good a/c automatic  power windows door locks 95000 Miles  call Eric ,
$2200
    "
$9800,2009 Nissan Sentra, (Phoenix/Scottsdale),/nph/cto/4704546786.html,"
        2009 Nissan Sentra,
Grey,
4 Door,
Automatic,
AM/FM,
CD Player,
Cold AC,
Low Mileage ~ 41,000 Miles,
First Owner,
Clean Title in Hand
    "
$2650,Mazda mpv van 6cylinder,,/cph/cto/4704531783.html,"
        Mazda mpv van ,
6 cylinder,
A/C cold,
Good paint,
Clean interior,
Good motor and transmisión,
149k miles,
Title clean,

    "
$2500,90's Nissan 240sx  $2500, (chandler az),/evl/cto/4704551033.html,"
        A nice sport car 5-speed 1990 Nissan 240sx    ,
The car is my husband,  and he love this car, but we need a biger, and newer car, so that why we are sales it.,
He has take care of it, all fluid are regularly changed, maintenance is alway done when need. It runs great, he daily drive this car. ,
• New Brake,
• AC works great,
•Rebuilt head engine, else than 3 yrs ago,
•Major seals/ gaskets have been replaced,
•New Spark plugs,
•New Battery,
•Clean Title,
..... many more things be fix, or replace.  The odometer say 203, but like three year the engine was rebuild.  So the engine has so much else than that,  cause he gust drive it to work and at home, and it like 10 mins every day. ,
Feel free to contact me with any more questions,  Best time to be contact is after 4pm, or gust tex any time.
    "
,LUXURY SE7 / 4x4 / SUV ---------------------- ROVER DISCOVERY / low mi,,/wvl/cto/4704534722.html,"
        Asking ONLY $6900 ..... Bellow KBB ..... LUXURY 7 Passenger SUV,
SE7 Family LAND ROVER DISCOVERY,
FULLY LOADED with ALL POWER OPTIONS,
Dual Moon Roofs .... JUMP Seats .... Premium Sound,
ONLY 99XXX Original Miles  ..... CLEAN TITLE,
super clean / well maintained .... NON SMOKER,
QUALITY and RELIABLE , great PERFORMANCE,
please contact 602 748-03-53
    "
$1900,1999 Honda Civic,,/wvl/cto/4704479083.html,"
        Honda civic 1999,
130 milles,
Automatic,
4 cylinders,
Ac and cd player,
A.S.P,
O.B.O
    "
